619,2009-05-21,1023,46,AUJMK,5,2009-05-22,2009-05-10,11
1229,2009-09-11,1023,36.99,VGRTP,5,2009-09-11,2009-05-10,124
1349,2009-10-01,1023,76.52,2RUUP,5,2009-10-02,2009-05-10,144
2140,2009-12-27,1027,42.82,SBTD6,15,2009-12-28,2009-12-27,0
342,2009-03-01,1409,25.93,7EMRK,3,2009-03-03,2009-03-01,0
602,2009-05-19,1409,27.01,NQFQ2,4,2009-05-19,2009-03-01,79
1496,2009-10-22,1409,53.66,6E8YW,7,2009-10-27,2009-03-01,235
259,2009-01-06,1558,62.74,M5QH8,3,2009-01-06,2009-01-06,0
284,2009-01-27,1558,71.88,ELLRK,3,2009-01-27,2009-01-06,21
371,2009-03-17,1558,44.01,3EKEU,3,2009-03-17,2009-01-06,70
394,2009-03-26,1558,37.78,23697,3,2009-03-26,2009-01-06,79
